Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",230.36,1.91,+0.84%,11.17%,10%,5458993,34.9%,65.1%,0.53727552974684
TSLA,"Tesla Inc",354.08,-22.29,-5.92%,10.07%,5%,3947026,41.1%,58.9%,0.69824088874164
AAPL,"Apple Inc",319.97,-8.24,-2.51%,51.66%,49%,2163577,36.7%,63.3%,0.57985062965413
MU,"Micron Technology",1016.59,58.43,+6.10%,30.10%,32%,1612771,40.2%,59.8%,0.67105055930637
INTC,"Intel Corp",95.8,4.13,+4.51%,32.78%,38%,973984,31.1%,68.9%,0.4510219891544
SPCX,"SpaceX Corp",147.95,-1.79,-1.20%,3.31%,9%,818685,43.5%,56.5%,0.77136298136216
AMZN,"Amazon.com Inc",258.51,-0.39,-0.15%,24.44%,32%,799582,32.0%,68.0%,0.47122887912872
MSTR,"Strategy Inc",142.8,-2.02,-1.39%,34.98%,63%,763218,38.3%,61.7%,0.62205621380373
META,"META Platforms",616.77,6.09,+1.00%,39.16%,57%,708952,37.6%,62.4%,0.6035429615757
SMCI,"Super Micro Computer",39.59,1.72,+4.54%,36.90%,37%,630187,19.4%,80.6%,0.24101906663673
AMD,"Adv Micro Devices",477.57,21.41,+4.69%,17.79%,18%,608382,36.2%,63.8%,0.56730006285873
GOOGL,"Alphabet Cl A",338.46,-4.02,-1.17%,16.05%,13%,541409,30.6%,69.4%,0.44027762259714
AVGO,"Broadcom Ltd",357.89,0.73,+0.21%,4.28%,2%,532254,29.7%,70.3%,0.42175909478234
IREN,"Iren Limited",44.68,3.03,+7.27%,13.00%,3%,531786,25.6%,74.4%,0.34370830806549
PLTR,"Palantir Technologies Cl A",174.33,-8.2,-4.49%,17.94%,13%,508145,51.6%,48.4%,1.0675463437658
NFLX,"Netflix Inc",78.25,-4.42,-5.35%,36.52%,48%,505071,32.5%,67.5%,0.48238992233956
MSFT,"Microsoft Corp",499.7,-10.42,-2.04%,21.26%,22%,427378,39.7%,60.3%,0.65849020726374
LULU,"Lululemon Athletica",100.61,-21.16,-17.38%,16.73%,19%,403679,55.3%,44.7%,1.2364239731416
HOOD,"Robinhood Markets Cl A",122.11,-2.61,-2.09%,32.56%,35%,386807,34.2%,65.8%,0.52079655585917
ORCL,"Oracle Corp",158.78,4.74,+3.08%,65.46%,83%,367199,27.4%,72.6%,0.37754210105754
MARA,"Mara Holdings Inc",11.31,-0.29,-2.50%,32.31%,20%,367130,29.5%,70.5%,0.41786808068559
SOFI,"Sofi Technologies Inc",18.22,-0.29,-1.57%,9.14%,7%,360068,28.3%,71.7%,0.39409402937111
DELL,"Dell Technologies",524.14,7.75,+1.50%,48.46%,62%,337475,46.7%,53.3%,0.8747465432668
PCG,"Pacific Gas & Electric Company",14.3,0.34,+2.44%,100.00%,100%,316909,9.4%,90.6%,0.10327840887332
BE,"Bloom Energy Corp Cl A",252.87,17.32,+7.35%,11.68%,7%,302815,41.6%,58.4%,0.71343292027386
CIFR,"Cipher Digital Inc",17.74,0.37,+2.13%,6.88%,5%,293212,32.5%,67.5%,0.48211875672916
CRWV,"Coreweave Cl A",89.36,4.8,+5.68%,12.97%,5%,289541,31.6%,68.4%,0.46115493114115
MRVL,"Marvell Technology Inc",223.55,14.72,+7.05%,30.53%,46%,270605,36.3%,63.7%,0.56954352995766
NBIS,"Nebius Group N.V. Cl A",226.39,15.76,+7.48%,18.43%,13%,226276,39.0%,61.0%,0.63862436544547
SKHY,"SK hynix Inc",177,13.32,+8.14%,7.70%,13%,216184,39.4%,60.6%,0.64989429820879
VFC,"V.F. Corp",13.45,0.31,+2.36%,7.47%,3%,215175,97.2%,2.8%,35.26137512639
PATH,"Uipath Inc Cl A",15.19,-3.03,-16.63%,30.30%,17%,212116,46.6%,53.4%,0.87141911862014
AI,"C3.Ai Inc Cl A",10.46,-0.44,-4.04%,22.28%,19%,204032,6.4%,93.6%,0.068840332964886
AMC,"AMC Entertainment Holdings",2.65,0.11,+4.33%,36.20%,46%,192660,6.3%,93.7%,0.06695464362851
BMNR,"Bitmine Immersion Technologies",24.97,-1.48,-5.60%,10.62%,8%,191075,30.2%,69.8%,0.43187404454303
GME,"Gamestop Corp",19.16,-0.07,-0.36%,50.18%,60%,189792,12.5%,87.5%,0.14266448319044
COIN,"Coinbase Global Cl A",184.64,-8.06,-4.18%,36.61%,37%,185289,37.0%,63.0%,0.5879146777276
GOOG,"Alphabet Cl C",335.31,-3.77,-1.11%,18.92%,15%,178008,31.6%,68.4%,0.46133385873313
NKE,"Nike Inc",38.4,-0.37,-0.95%,54.77%,62%,173303,30.7%,69.3%,0.44264082777681
SNOW,"Snowflake Cl A",337.18,-19.29,-5.41%,21.04%,22%,161836,38.3%,61.7%,0.61981783605245
TSM,"Taiwan Semiconductor ADR",428.91,11.9,+2.85%,13.95%,10%,149598,42.2%,57.8%,0.73025676613463
WMT,"Walmart Inc",107.14,-1.28,-1.18%,17.84%,24%,140765,34.1%,65.9%,0.51673347125248
NIO,"Nio Inc ADR",3.8,-0.06,-1.55%,10.14%,3%,140756,11.8%,88.2%,0.13321900989461
CRCL,"Circle Internet Group Cl A",102.05,-1.18,-1.14%,36.34%,29%,136780,39.0%,61.0%,0.64063811922754
ASTS,"Ast Spacemobile Inc",62.31,0.18,+0.29%,7.74%,2%,133805,27.6%,72.4%,0.38194042799306
HPE,"Hewlett Packard Enterprise",52,-2.44,-4.48%,29.36%,62%,127715,19.3%,80.7%,0.23978294212437
BABA,"Alibaba Group Holding ADR",113.24,1.43,+1.28%,39.31%,32%,120275,30.8%,69.2%,0.44503982795286
NOK,"Nokia Corp ADR",10.03,0.26,+2.66%,35.78%,52%,118507,13.0%,87.0%,0.14999514798641
RKT,"Rocket Companies Cl A",14.06,-0.16,-1.13%,16.26%,9%,117814,12.0%,88.0%,0.13673993168793
MRNA,"Moderna Inc",145.55,-3.32,-2.23%,20.67%,35%,116488,28.7%,71.3%,0.40341915352457
RKLB,"Rocket Lab Corp",64.26,0.45,+0.71%,3.74%,2%,113313,24.5%,75.5%,0.32467851297639
UBER,"UBER Technologies",75.76,-0.2,-0.26%,31.42%,26%,107734,42.0%,58.0%,0.72517934921855
T,"AT&T Inc",25.68,-0.51,-1.95%,31.11%,36%,103409,46.8%,53.2%,0.87893378879279
F,"Ford Motor Company",14.62,0.21,+1.46%,35.29%,41%,103067,37.2%,62.8%,0.59198962017887
CBRS,"Cerebras Systems Cl A",210.05,19.61,+10.30%,13.53%,6%,101571,30.2%,69.8%,0.4320296638845
BAC,"Bank of America Corp",62.68,-0.36,-0.57%,26.20%,32%,100731,35.9%,64.1%,0.55964140835475
PYPL,"Paypal Holdings",54.96,-1.86,-3.27%,26.66%,37%,98035,12.5%,87.5%,0.14315865575223
WULF,"Terawulf Inc",16.51,0.28,+1.73%,6.34%,2%,95259,23.4%,76.6%,0.30511446930359
KHC,"Kraft Heinz Company",24.85,-0.57,-2.24%,42.74%,35%,95240,5.8%,94.2%,0.061240862898912
APLD,"Applied Digital Corp",26.37,0.46,+1.78%,5.81%,3%,94368,31.0%,69.0%,0.45023128582625
NOW,"Servicenow Inc",141.26,-4.33,-2.97%,46.55%,50%,91811,46.4%,53.6%,0.86634277234566
WBD,"Discovery Inc Series A",28.25,-0.12,-0.42%,17.62%,36%,91370,60.0%,40.0%,1.4987693485752
PL,"Planet Labs Pbc",18.12,-0.23,-1.25%,2.25%,1%,89713,34.7%,65.3%,0.53143510694594
ZS,"Zscaler Inc",169.8,-8.,-4.50%,35.32%,34%,88350,37.8%,62.2%,0.60718183802663
PFE,"Pfizer Inc",28.45,-0.36,-1.25%,22.92%,23%,88110,22.3%,77.7%,0.28674698795181
ONDS,"Ondas Inc",7.62,-0.01,-0.13%,3.01%,2%,87784,36.4%,63.6%,0.57228829345178
RIOT,"Riot Platforms Inc",21.8,0.66,+3.12%,27.35%,26%,87532,39.2%,60.8%,0.64475093481651
CRWD,"Crowdstrike Holdings",213.1,-1.87,-0.87%,46.96%,52%,85861,47.0%,53.0%,0.88684759916493
POET,"Poet Technologies Inc",7.92,0.59,+8.05%,7.97%,6%,83747,15.6%,84.4%,0.18467436202116
CRM,"Salesforce Inc",259.23,-5.2,-1.97%,41.46%,31%,83300,57.9%,42.1%,1.3770117566488
ADBE,"Adobe Systems Inc",266.51,-19.24,-6.73%,73.41%,76%,78607,42.6%,57.4%,0.74333555111998
RIVN,"Rivian Automotive Cl A",15.74,-0.17,-1.07%,8.89%,5%,77453,30.7%,69.3%,0.44289200618491
TTD,"Trade Desk Inc",14.43,-0.66,-4.37%,31.17%,29%,74022,28.2%,71.8%,0.39309306483485
CORZ,"Core Scientific Inc",17.89,-0.01,-0.06%,4.59%,4%,72509,9.1%,90.9%,0.09978765357197
SIRI,"Siriusxm Holdings Inc",28.99,-0.78,-2.62%,4.60%,2%,72124,0.5%,99.5%,0.0048764176442723
PURR,"Hyperliquid Strategies Inc",12.18,-0.59,-4.62%,5.28%,13%,69073,25.2%,74.8%,0.33735406300219
XOM,"Exxonmobil Holdings Corp",159.47,-2.74,-1.69%,52.43%,46%,68997,26.7%,73.3%,0.36341540528791
OKLO,"Oklo Inc",41.27,1.43,+3.59%,6.10%,2%,67487,23.2%,76.8%,0.30233500578927
