Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
MARA,"Mara Holdings Inc",11.18,-0.08,-0.71%,39.82%,45%,195567,29.8%,70.2%,0.42535311866828
NFLX,"Netflix Inc",80.01,0.42,+0.53%,29.53%,36%,194815,30.2%,69.8%,0.43308494126128
NIO,"Nio Inc ADR",4.36,-0.27,-5.83%,24.61%,32%,192223,51.2%,48.8%,1.0509693458383
MRNA,"Moderna Inc",138.89,-6.24,-4.30%,39.84%,89%,184896,53.5%,46.5%,1.1494536154383
CRWV,"Coreweave Cl A",86.25,-1.6,-1.82%,15.57%,7%,183297,46.4%,53.6%,0.86736689826606
BE,"Bloom Energy Corp Cl A",204.02,2.57,+1.28%,8.76%,4%,158383,35.7%,64.3%,0.55487816850248
ORCL,"Oracle Corp",142.45,-4.02,-2.74%,64.83%,81%,158016,40.5%,59.5%,0.68019905152798
IREN,"Iren Limited",39.81,-2.07,-4.94%,24.51%,15%,156915,37.4%,62.6%,0.59753825478758
NBIS,"Nebius Group N.V. Cl A",210.91,-8.22,-3.75%,23.97%,32%,153214,40.7%,59.3%,0.68669154639629
CIFR,"Cipher Digital Inc",15.36,-0.41,-2.57%,15.59%,23%,152190,21.8%,78.2%,0.27864968409732
COIN,"Coinbase Global Cl A",179.48,-7.01,-3.76%,37.76%,40%,147239,37.8%,62.2%,0.60800952318546
SNAP,"Snap Inc",5.53,0.29,+5.53%,22.80%,27%,138054,15.2%,84.8%,0.17873975409836
AMC,"AMC Entertainment Holdings",2.67,0.12,+4.71%,32.15%,37%,134087,10.1%,89.9%,0.11284753921487
GOOG,"Alphabet Cl C",344.59,2.84,+0.83%,19.47%,14%,133493,24.8%,75.2%,0.33020776244333
NKE,"Nike Inc",40.75,-0.01,-0.02%,37.25%,46%,121009,43.6%,56.4%,0.77432551319648
VALE,"Vale S.A. ADR",15.04,0.45,+3.08%,14.94%,41%,117157,21.4%,78.6%,0.27163495457555
F,"Ford Motor Company",13.93,-0.48,-3.33%,36.90%,43%,115807,35.9%,64.1%,0.56055195461467
MRVL,"Marvell Technology Inc",229.29,-7.75,-3.27%,53.27%,67%,112493,35.7%,64.3%,0.55533894672805
CRCL,"Circle Internet Group Cl A",87.72,-0.26,-0.30%,43.87%,41%,109888,38.2%,61.8%,0.61807017802188
ONDS,"Ondas Inc",8.24,-0.47,-5.40%,1.12%,2%,109293,34.8%,65.2%,0.53456143553166
JNJ,"Johnson & Johnson",273.04,2.8,+1.04%,51.47%,63%,108768,8.0%,92.0%,0.087245101959216
GME,"Gamestop Corp",18.04,-0.17,-0.93%,42.74%,49%,107322,10.6%,89.4%,0.11840350145894
TSM,"Taiwan Semiconductor ADR",410.12,-8.83,-2.11%,21.02%,17%,106039,41.5%,58.5%,0.70903845533959
BAC,"Bank of America Corp",62.33,0.64,+1.04%,13.01%,12%,105648,37.1%,62.9%,0.58971966835698
PCG,"Pacific Gas & Electric Company",18.11,0.51,+2.90%,79.34%,93%,99768,12.9%,87.1%,0.14871275272878
CORZ,"Core Scientific Inc",17.27,-0.54,-3.03%,10.41%,9%,96533,42.1%,57.9%,0.72593016395201
RIVN,"Rivian Automotive Cl A",16.6,-0.37,-2.18%,29.15%,16%,94831,25.5%,74.5%,0.34211271193637
XPEV,"Xpeng Inc ADR",11.15,-1.04,-8.53%,23.37%,14%,93427,17.9%,82.1%,0.21835348121487
HIMS,"Hims & Hers Health Inc",31.08,-2.7,-7.99%,18.35%,17%,89625,39.1%,60.9%,0.64277727880932
SKHY,"SK hynix Inc",155.37,-8.04,-4.92%,0.54%,3%,89589,52.4%,47.6%,1.0994305532772
ASTS,"Ast Spacemobile Inc",62.35,-6.3,-9.18%,3.93%,4%,89485,30.7%,69.3%,0.44230614251406
WULF,"Terawulf Inc",15.48,-0.16,-1.02%,18.10%,13%,87187,21.2%,78.8%,0.26824833444855
RIOT,"Riot Platforms Inc",20,0.17,+0.86%,42.18%,59%,85018,31.9%,68.1%,0.46772550712128
NOK,"Nokia Corp ADR",9.96,-0.25,-2.45%,44.16%,60%,84971,22.1%,77.9%,0.28360801849026
RKLB,"Rocket Lab Corp",68.28,-4.29,-5.91%,0.00%,0%,82223,31.5%,68.5%,0.45971807981821
ASST,"Strive Inc",19.73,1.51,+8.29%,6.59%,26%,79665,14.6%,85.4%,0.17140630514057
BULL,"Webull Corp Cl A",8.53,-0.25,-2.85%,8.47%,4%,79291,18.3%,81.7%,0.22381540361167
VZ,"Verizon Communications",50.15,0.7,+1.42%,44.16%,48%,75851,31.0%,69.0%,0.44964070025227
DIS,"Walt Disney Company",110.61,2.83,+2.63%,20.49%,22%,74064,23.9%,76.1%,0.31384375221741
UBER,"UBER Technologies",79.29,0.49,+0.62%,38.24%,45%,73065,35.8%,64.2%,0.5568932452589
AAOI,"Applied Optoelect",107.63,-17.19,-13.77%,24.86%,24%,72301,37.3%,62.7%,0.59583719595639
AAL,"American Airlines Gp",13.63,-0.19,-1.37%,29.40%,27%,71112,54.1%,45.9%,1.1776090151886
T,"AT&T Inc",25.69,0.4,+1.58%,24.60%,22%,71000,32.7%,67.3%,0.48597739640017
CLF,"Cleveland-Cliffs Inc",11.3,0.03,+0.27%,42.76%,51%,70818,37.3%,62.7%,0.59482040310776
BA,"Boeing Company",210.46,-3.74,-1.75%,33.41%,18%,70216,32.6%,67.4%,0.48476454293629
WBD,"Discovery Inc Series A",28.7,0.15,+0.53%,9.58%,24%,69705,68.3%,31.7%,2.159361827494
CRM,"Salesforce Inc",209.06,-0.11,-0.05%,70.17%,85%,67861,49.1%,50.9%,0.96436635211023
PFE,"Pfizer Inc",27.97,-0.1,-0.36%,14.60%,12%,65897,38.3%,61.7%,0.61960822867255
PDD,"Pdd Holdings Inc",87.07,-1.31,-1.48%,41.92%,30%,63239,44.8%,55.2%,0.81107165358841
RKT,"Rocket Companies Cl A",14.09,0.16,+1.15%,29.06%,17%,62917,12.8%,87.2%,0.14676022965461
PSKY,"Paramount Skydance Corp Cl B",10.35,0,0.00%,8.34%,18%,62589,6.6%,93.4%,0.070391462726387
BEKE,"Ke Holdings Inc ADR",17.71,-0.04,-0.23%,6.39%,2%,60877,12.6%,87.4%,0.14381000695188
APLD,"Applied Digital Corp",26.89,-0.32,-1.18%,14.50%,6%,59874,32.5%,67.5%,0.48118645325681
PURR,"Hyperliquid Strategies Inc",10.64,0.06,+0.57%,11.36%,56%,58794,12.8%,87.2%,0.14715523296652
AG,"First Majestic Silver",20.83,-0.26,-1.23%,25.28%,16%,57587,61.1%,38.9%,1.5679821627648
IONQ,"Ionq Inc",41.06,-3.8,-8.47%,17.22%,9%,57337,28.2%,71.8%,0.39363667298624
FCX,"Freeport-Mcmoran Inc",77.8,1.14,+1.49%,68.15%,71%,56605,35.8%,64.2%,0.5587222910643
NU,"NU Holdings Ltd Cl A",14.76,0.18,+1.23%,35.91%,37%,56317,24.4%,75.6%,0.32242990654206
CLSK,"Cleanspark Inc",11.93,-0.05,-0.42%,34.41%,20%,56284,41.3%,58.7%,0.70474921250303
CVNA,"Carvana Company Cl A",72.33,2.42,+3.46%,18.62%,24%,55301,59.8%,40.2%,1.4854382022472
OPEN,"Opendoor Technologies Inc",3.43,-0.1,-2.83%,7.41%,6%,53959,26.4%,73.6%,0.35899760735424
CCL,"Carnival Corporation Ltd",25.71,-0.02,-0.08%,24.11%,21%,52714,64.7%,35.3%,1.8330198312463
CMG,"Chipotle Mexican Grill",38.02,1.12,+3.04%,25.05%,26%,51963,38.3%,61.7%,0.61969328595474
DELL,"Dell Technologies",433.19,-8.89,-2.01%,76.85%,84%,51739,51.4%,48.6%,1.0561538767238
HPQ,"HP Inc",28.58,-1.13,-3.80%,82.44%,92%,50633,69.0%,31.0%,2.2209287531807
XIFR,"Xplr Infrastructure LP",11.29,0.14,+1.26%,24.40%,15%,50448,65.5%,34.5%,1.8971458106013
EOSE,"Eos Energy Enterprises Inc",3.46,-0.35,-9.19%,13.04%,18%,49375,27.3%,72.7%,0.37607647501463
CELH,"Celsius Holdings Inc",35.03,1.67,+5.01%,38.28%,41%,49230,20.4%,79.6%,0.25673295382023
QCOM,"Qualcomm Inc",158.53,-2.22,-1.38%,26.20%,56%,48919,38.1%,61.9%,0.61571489909833
NOW,"Servicenow Inc",128.05,-0.43,-0.33%,48.47%,57%,48073,31.8%,68.2%,0.46581900231736
V,"Visa Inc",382.41,11.37,+3.06%,26.19%,18%,47646,44.1%,55.9%,0.78851351351351
COST,"Costco Wholesale",971.4,23.66,+2.50%,33.58%,29%,47645,53.7%,46.3%,1.1599873061928
QBTS,"D-Wave Quantum Inc",18.68,-1.71,-8.39%,4.40%,3%,46627,28.7%,71.3%,0.40349768225874
SLS,"Sellas Life Sciences Group Inc",14.32,-1.14,-7.34%,53.34%,77%,46292,17.7%,82.3%,0.21545974898913
KO,"Coca-Cola Company",91.99,0.89,+0.98%,48.24%,36%,46187,49.5%,50.5%,0.97904704773331
CRWD,"Crowdstrike Holdings",190.68,-1.27,-0.66%,74.59%,92%,46117,45.5%,54.5%,0.83345922951537
RGTI,"Rigetti Computing Inc",16.37,-1.54,-8.60%,2.04%,1%,45124,35.6%,64.4%,0.55337533133671
HTZ,"Hertz Global Holdings Inc",2.19,-0.06,-2.67%,28.79%,60%,43960,34.3%,65.7%,0.52147578998373
SOUN,"Soundhound AI Inc Cl A",7,-0.32,-4.37%,6.89%,2%,43810,24.5%,75.5%,0.32476564862413
XOM,"Exxonmobil Holdings Corp",164.05,-1.06,-0.64%,56.41%,55%,42494,42.3%,57.7%,0.73246901500326
FRMI,"Fermi Inc",5.62,-0.3,-5.07%,3.57%,1%,42404,54.9%,45.1%,1.2188268536445
CBRS,"Cerebras Systems Cl A",185.43,-10.7,-5.46%,0.00%,0%,41682,29.8%,70.2%,0.42512308533917
TMC,"Tmc The Metals Company",4.74,-0.05,-1.15%,25.24%,25%,41254,36.9%,63.1%,0.58571648216482
OKLO,"Oklo Inc",39.69,-2.4,-5.70%,3.10%,2%,40716,37.4%,62.6%,0.59639286414429
UNH,"Unitedhealth Group",398.76,8.65,+2.22%,11.33%,19%,40674,30.0%,70.0%,0.42810996804887
MRK,"Merck & Company",150.66,-1.89,-1.24%,53.70%,49%,40151,19.7%,80.3%,0.2447220758285
NVO,"Novo Nordisk A/S ADR",46.92,0.18,+0.39%,6.10%,4%,39815,19.0%,81.0%,0.23430573208916
WDC,"Western Digital Corp",435.38,-24.06,-5.24%,42.97%,26%,39618,44.7%,55.3%,0.80838050027387
TGT,"Target Corp",169.89,4.45,+2.69%,6.51%,9%,39204,51.0%,49.0%,1.0414496979796
BTG,"B2Gold Corp",5.72,0.2,+3.62%,6.94%,18%,39176,3.1%,96.9%,0.031843442989965
DVN,"Devon Energy Corp",48.23,-0.87,-1.77%,37.44%,26%,38393,21.3%,78.7%,0.27049207452265
CSCO,"Cisco Systems Inc",110.23,-0.81,-0.73%,32.83%,43%,38351,39.2%,60.8%,0.64511839396019
SLB,"Slb Limited",54,0.13,+0.24%,28.66%,27%,37984,12.4%,87.6%,0.14093475910129
CVX,"Chevron Corp",203.09,-2.18,-1.06%,50.60%,47%,37929,36.9%,63.1%,0.58479923118706
PYPL,"Paypal Holdings",61.68,0.13,+0.21%,7.56%,11%,37684,26.4%,73.6%,0.35930454856978
GLW,"Corning Inc",145.55,-4.29,-2.86%,48.38%,49%,37679,44.5%,55.5%,0.8013577472869
WFC,"Wells Fargo & Company",84.72,0.88,+1.05%,12.00%,12%,37503,51.5%,48.5%,1.0629847626382
BSX,"Boston Scientific Corp",49.01,-1.36,-2.70%,49.02%,64%,37449,27.8%,72.2%,0.38581948710358
SBET,"Sharplink Inc",8.27,0.36,+4.55%,38.13%,35%,37411,37.0%,63.0%,0.58642184717157
SMR,"Nuscale Power Corp",9.05,-0.35,-3.72%,9.14%,6%,37115,29.6%,70.4%,0.42143158055992
USAR,"USA Rare Earth Inc",18.29,-0.97,-5.04%,4.65%,4%,36231,27.8%,72.2%,0.38428915294387
LCID,"Lucid Group Inc",5.09,-0.42,-7.62%,11.45%,18%,35795,57.3%,42.7%,1.3430647378412
ACHR,"Archer Aviation Inc",6.07,-0.23,-3.65%,17.43%,10%,35517,28.0%,72.0%,0.38955399061033
NN,"Nextnav Inc",15.79,-1.76,-10.03%,40.18%,52%,35450,10.1%,89.9%,0.11295993972121
ARM,"Arm Holdings Plc ADR",238.78,-4.54,-1.87%,35.06%,55%,35391,46.4%,53.6%,0.86553160086448
PCT,"Purecycle Technologies Inc",6.61,-0.19,-2.79%,54.99%,41%,34345,18.2%,81.8%,0.22263358371009
KEEL,"Keel Infrastructure Corp",3.25,-0.07,-2.11%,30.59%,11%,34035,22.1%,77.9%,0.28395201448619
TTD,"Trade Desk Inc",13.27,0.09,+0.68%,25.75%,20%,34024,26.0%,74.0%,0.35209028771261
HL,"Hecla Mining Company",20.4,-0.32,-1.54%,32.09%,16%,33883,45.8%,54.2%,0.84367178147785
NVTS,"Navitas Semiconductor Corp",12.23,-0.74,-5.71%,13.90%,12%,33790,26.8%,73.2%,0.36652242487969
CAPR,"Capricor Therap",6.8,0.51,+8.11%,13.90%,54%,33677,53.7%,46.3%,1.1611371366232
TEM,"Tempus AI Cl A",66.17,-6.52,-8.97%,50.05%,67%,33608,34.5%,65.5%,0.52777525229566
RDDT,"Reddit Cl A",152.7,-0.59,-0.38%,8.50%,6%,33584,25.4%,74.6%,0.34099984028111
JPM,"JP Morgan Chase & Company",356.39,4.81,+1.37%,13.52%,9%,33529,43.5%,56.5%,0.76924700543507
PTON,"Peloton Interactive Inc",5.36,-0.05,-0.92%,2.16%,1%,33506,18.1%,81.9%,0.2212866776016
WOLF,"Wolfspeed Inc",24.76,-1.,-3.88%,8.15%,25%,32601,25.8%,74.2%,0.34720442993512
AMAT,"Applied Materials",484.19,-8.13,-1.65%,39.30%,56%,32421,55.0%,45.0%,1.2236625514403
APP,"Applovin Corp Cl A",298.59,-7.18,-2.35%,8.53%,7%,32319,42.1%,57.9%,0.72782678428228
JBLU,"Jetblue Airways Corp",4.95,0.06,+1.23%,9.57%,5%,31832,25.4%,74.6%,0.34035117268095
B,"Barrick Mining Corp",48.16,0.56,+1.18%,56.90%,61%,31664,43.4%,56.6%,0.76607730492498
SERV,"Serve Robotics Inc",4.67,-0.31,-6.22%,4.20%,3%,31237,47.9%,52.1%,0.91897038948274
LRCX,"Lam Research Corp",310.17,-3.83,-1.22%,41.55%,43%,30365,53.9%,46.1%,1.1683090545558
ADBE,"Adobe Systems Inc",276.27,0.97,+0.35%,83.12%,93%,29750,51.2%,48.8%,1.0497450737219
STX,"Seagate Technology",794.65,-55.35,-6.51%,40.26%,35%,29701,50.3%,49.7%,1.0132176506473
EYPT,"Eyepoint Inc",4.87,-0.45,-8.46%,18.20%,65%,29229,15.7%,84.3%,0.18600121728545
PATH,"Uipath Inc Cl A",16.57,0.18,+1.10%,69.96%,83%,28970,20.0%,80.0%,0.2502157776627
VRT,"Vertiv Holdings",254.97,-6.98,-2.66%,25.35%,12%,28600,62.0%,38.0%,1.6310947562098
COHR,"Coherent Corp",275.49,-14.03,-4.85%,46.93%,36%,28543,47.3%,52.7%,0.89881585949973
VST,"Vistra Energy Corp",135.66,-0.55,-0.40%,1.52%,1%,28340,38.3%,61.7%,0.62053979871912
LITE,"Lumentum Holdings",830.17,-36.54,-4.22%,42.53%,17%,28289,45.8%,54.2%,0.84617894668146
TTWO,"Take-Two Interactive",233.5,-6.12,-2.55%,59.04%,67%,28244,55.6%,44.4%,1.2539302529726
POET,"Poet Technologies Inc",7.75,-0.5,-6.06%,19.72%,11%,27854,23.5%,76.5%,0.30733126818737
BRK.B,"Berkshire Hathaway Cl B",504.32,8.5,+1.71%,22.75%,16%,27316,29.4%,70.6%,0.41651109728272
LQDA,"Liquidia Corp",70.27,1.65,+2.40%,35.13%,47%,27076,36.9%,63.1%,0.58413292768547
DKS,"Dick's Sporting Goods Inc",179.33,-3.9,-2.13%,93.53%,94%,27070,36.2%,63.8%,0.56718578127714
PL,"Planet Labs Pbc",21.57,-0.72,-3.23%,50.43%,61%,27063,9.8%,90.2%,0.10900299143548
PRU,"Prudential Financial Inc",122.67,1.52,+1.25%,19.99%,17%,26801,3.2%,96.8%,0.033391170233275
AXTI,"Axt Inc",65.4,-5.34,-7.55%,13.32%,5%,26347,41.2%,58.8%,0.69969679375524
IBM,"Intl Business Machines",231.04,-4.64,-1.97%,29.68%,34%,26212,31.6%,68.4%,0.46288648286639
LYFT,"Lyft Inc Cl A",17.68,0.21,+1.20%,4.96%,2%,26203,24.6%,75.4%,0.32566022462815
BBAI,"Bigbear.Ai Holdings Inc",3.07,-0.15,-4.66%,0.00%,0%,26049,16.6%,83.4%,0.19975128960943
RCAT,"Red Cat Holdings Inc",8.93,-0.69,-7.17%,27.30%,20%,26017,25.4%,74.6%,0.34101334982733
MPT,"Medical Properties Trust Inc",4.12,0,0.00%,16.91%,35%,25725,50.6%,49.4%,1.0224056603774
HPE,"Hewlett Packard Enterprise",52.43,-1.02,-1.91%,47.24%,87%,25710,40.5%,59.5%,0.67962370157444
NEM,"Newmont Mining",131.84,0.26,+0.20%,52.39%,63%,25330,45.9%,54.1%,0.85012051712804
ET,"Energy Transfer LP",21.08,-0.11,-0.52%,30.63%,24%,24917,25.8%,74.2%,0.34686486486486
MO,"Altria Group",68.47,2.38,+3.60%,61.90%,81%,24785,32.4%,67.6%,0.47820122860381
NCLH,"Norwegian Cruise Ord",17.22,-0.02,-0.12%,23.66%,22%,24614,51.0%,49.0%,1.0424861007385
SNOW,"Snowflake Cl A",322.78,-10.,-3.00%,72.40%,87%,24492,50.3%,49.7%,1.0106723585912
PANW,"Palo Alto Networks",350.9,-6.97,-1.95%,69.95%,93%,24470,58.3%,41.7%,1.399960768929
GS,"Goldman Sachs Group",1036.28,-3.,-0.29%,31.48%,47%,24381,46.0%,54.0%,0.8508312457299
NRG,"NRG Energy",111.78,-1.33,-1.18%,32.27%,29%,24220,7.5%,92.5%,0.081587996248828
C,"Citigroup Inc",131.72,0.07,+0.05%,14.82%,17%,24218,42.5%,57.5%,0.74054908725025
LUNR,"Intuitive Machines Inc",16.66,-1.66,-9.06%,35.65%,14%,24196,32.8%,67.2%,0.48907625084621
GLXY,"Galaxy Digital Holdings",22.84,-0.8,-3.38%,25.26%,17%,24098,43.6%,56.4%,0.77373767113205
BIDU,"Baidu Inc ADR",92.18,-1.03,-1.11%,26.55%,16%,23964,26.1%,73.9%,0.35382181797639
GRAB,"Grab Holdings Ltd Cl A",3.52,0.04,+1.15%,20.74%,23%,23732,26.3%,73.7%,0.35634680230897
BTDR,"Bitdeer Technologies Group",10.91,-0.46,-4.05%,26.60%,26%,23625,46.7%,53.3%,0.874702428186
LLY,"Eli Lilly and Company",1246.93,-8.47,-0.67%,26.13%,21%,23603,56.7%,43.3%,1.3083618581907
TE,"T1 Energy Inc",4.32,-0.1,-2.26%,6.37%,6%,23335,26.7%,73.3%,0.36334423930825
AGNC,"Agnc Investment Corp",10.98,0.09,+0.83%,15.46%,25%,23305,16.5%,83.5%,0.19703117776979
PEP,"Pepsico Inc",144.67,1.19,+0.83%,33.84%,24%,22565,41.8%,58.2%,0.71753691581671
PLUG,"Plug Power Inc",2.17,-0.1,-4.41%,1.28%,1%,22565,16.2%,83.8%,0.19322087673841
DNN,"Denison Mines Corp",3.54,0.04,+1.14%,7.64%,6%,22478,2.4%,97.6%,0.024801677760554
PG,"Procter & Gamble",146.6,1.92,+1.33%,14.23%,18%,21889,27.8%,72.2%,0.38432835820896
ONON,"On Holding Ag Cl A",29.51,-0.51,-1.70%,14.65%,21%,21717,35.6%,64.4%,0.55376690276883
BB,"Blackberry Ltd",7.65,-0.39,-4.85%,19.62%,44%,21595,21.3%,78.7%,0.26999529522465
LULU,"Lululemon Athletica",122.78,1.71,+1.41%,61.67%,76%,21450,48.7%,51.3%,0.94964551899655
KMI,"Kinder Morgan Inc",31,0.02,+0.06%,43.40%,54%,21404,23.1%,76.9%,0.30099683929006
XEL,"XCEL Energy Inc",77.33,1.03,+1.35%,62.02%,64%,21355,97.0%,3.0%,32.211508553655
AS,"Amer Sports Inc",31.24,-1.39,-4.26%,19.01%,12%,21201,10.1%,89.9%,0.11273815147221
AUR,"Aurora Innovation Inc Cl A",5.69,-0.55,-8.81%,12.01%,53%,20954,12.6%,87.4%,0.14390217272628
CRML,"Critical Metals Corp",6.67,-0.44,-6.19%,8.71%,6%,20942,33.4%,66.6%,0.50100344036697
MCD,"McDonald's Corp",272.54,1.59,+0.59%,40.36%,44%,20798,32.0%,68.0%,0.47023893680192
RIG,"Transocean Inc",5.77,-0.15,-2.53%,1.56%,2%,20639,14.0%,86.0%,0.16328486078232
AXP,"American Express Company",337.33,1.33,+0.40%,14.17%,12%,20608,49.6%,50.4%,0.98593042305098
GM,"General Motors Company",86.98,-0.95,-1.08%,36.11%,36%,20523,26.6%,73.4%,0.36265852201049
KLAR,"Klarna Group Plc",14.11,-0.22,-1.54%,3.58%,2%,20433,48.7%,51.3%,0.94785510009533
JOBY,"Joby Aviation Inc",7.19,-0.34,-4.52%,8.07%,3%,20283,30.2%,69.8%,0.43332626669493
FIG,"Figma Cl A",27.44,0.34,+1.25%,35.67%,25%,20241,26.0%,74.0%,0.35192359070264
CCJ,"Cameco Corp",102.27,-0.24,-0.23%,24.86%,14%,20065,55.8%,44.2%,1.2621195039459
QXO,"Qxo Inc",13.41,-0.35,-2.54%,55.75%,66%,19754,32.2%,67.8%,0.47472937663307
ABBV,"Abbvie Inc",264.52,-0.44,-0.17%,37.58%,27%,19727,45.6%,54.4%,0.83969038515341
CDE,"Coeur Mining Inc",20.88,-0.09,-0.43%,28.98%,13%,19240,32.9%,67.1%,0.49054849705609
MOS,"Mosaic Company",24,-0.41,-1.68%,49.48%,48%,19140,35.0%,65.0%,0.53858520900322
RBLX,"Roblox Corp Cl A",38.76,0.39,+1.02%,25.20%,28%,19061,20.3%,79.7%,0.25508658721275
OXY,"Occidental Petroleum",60.11,-1.19,-1.94%,31.36%,23%,18977,24.7%,75.3%,0.3278057654632
VKTX,"Viking Thera",33.23,-0.66,-1.95%,54.87%,79%,18879,14.7%,85.3%,0.17202632232431
JD,"Jd.com Inc ADR",29.2,-0.17,-0.58%,16.03%,10%,18845,41.2%,58.8%,0.70158013544018
QS,"Quantumscape Corp",5.72,-0.26,-4.35%,6.21%,3%,18754,25.9%,74.1%,0.35008278741631
TIGR,"Up Fintech Holding Ltd ADR",5.2,-0.13,-2.44%,21.27%,41%,18621,13.3%,86.7%,0.15343161546085
CAT,"Caterpillar Inc",811.02,-16.88,-2.04%,41.97%,37%,18345,57.3%,42.7%,1.3438098888463
KSS,"Kohl's Corp",18.3,0.7,+3.98%,41.56%,72%,18053,40.5%,59.5%,0.67997394379304
GRPN,"Groupon Cl A",19.63,0.04,+0.20%,22.45%,28%,17994,3.8%,96.2%,0.038974536636064
ELF,"E.L.F. Beauty Inc",105.95,4.01,+3.93%,6.56%,3%,17867,23.2%,76.8%,0.30225947521866
FLEX,"Flextronics Intl Ltd",106.65,-3.8,-3.44%,48.07%,72%,17805,90.9%,9.1%,10.024767801858
SHOP,"Shopify Inc",149.8,0.55,+0.37%,18.68%,21%,17700,35.2%,64.8%,0.54302153256037
XE,"X-Energy Inc Cl A",18.11,-0.56,-3.00%,19.48%,7%,17686,51.5%,48.5%,1.0629884521171
OSCR,"Oscar Health Inc Cl A",31.81,-0.23,-0.72%,16.08%,13%,17567,21.4%,78.6%,0.27223348783314
DKNG,"Draftkings Inc",25.97,-0.2,-0.76%,36.76%,28%,17492,33.9%,66.1%,0.51301790502552
SPCE,"Virgin Galactic Holdings Inc",3,-0.08,-2.60%,0.31%,1%,17433,28.3%,71.7%,0.39464
MA,"Mastercard Inc",599.86,19.23,+3.31%,29.67%,22%,17225,31.1%,68.9%,0.45211600067442
MP,"MP Materials Corp",57.42,-2.63,-4.38%,14.87%,25%,17135,36.0%,64.0%,0.5632697746556
HD,"Home Depot",337.43,1.82,+0.54%,42.42%,32%,17135,22.7%,77.3%,0.29379341588644
QUBT,"Quantum Computing Inc",8.24,-0.68,-7.62%,11.24%,2%,17044,32.7%,67.3%,0.48518647612409
INTU,"Intuit Inc",369.92,2.92,+0.80%,77.19%,75%,16980,57.9%,42.1%,1.3771524569509
RUM,"Rum Group Inc",9.36,0.31,+3.43%,12.75%,64%,16865,13.4%,86.6%,0.15426733283143
ZM,"Zoom Communications Inc",104.83,-2.6,-2.42%,71.78%,90%,16810,47.5%,52.5%,0.9043842755183
DJT,"Trump Media & Technology Group Corp",9.3,0.2,+2.20%,24.81%,35%,16686,10.8%,89.2%,0.12137096774194
KR,"Kroger Company",59.08,1.18,+2.04%,83.47%,88%,16684,41.3%,58.7%,0.70244897959184
