Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
TTD,"Trade Desk Inc",14.14,-0.42,-2.88%,24.40%,21%,88500,29.9%,70.1%,0.4262691377921
POET,"Poet Technologies Inc",9.58,0.67,+7.52%,24.32%,27%,85965,19.9%,80.1%,0.24863828489259
T,"AT&T Inc",24.89,0.31,+1.26%,25.27%,25%,83972,43.9%,56.1%,0.78333722683543
BIDU,"Baidu Inc ADR",103.67,-1.01,-0.96%,48.93%,43%,83100,43.1%,56.9%,0.75757703940272
HIMS,"Hims & Hers Health Inc",28.15,-0.62,-2.16%,9.49%,8%,82615,32.2%,67.8%,0.47518882916987
UPS,"United Parcel Service",104.5,-1.04,-0.99%,7.97%,5%,81358,7.9%,92.1%,0.085511481140509
QCOM,"Qualcomm Inc",165.79,1,+0.61%,27.73%,62%,80185,28.6%,71.4%,0.40092946870032
VG,"Venture Global Inc Cl A",13.99,0.45,+3.32%,24.99%,13%,79913,8.2%,91.8%,0.089742540773469
DELL,"Dell Technologies Inc",490.81,-3.7,-0.75%,76.62%,86%,78412,51.0%,49.0%,1.0419259915106
CBRS,"Cerebras Systems Cl A",218.98,-12.03,-5.21%,11.28%,3%,78192,58.7%,41.3%,1.420355351947
CVX,"Chevron Corp",200,2.3,+1.16%,51.44%,49%,78053,19.7%,80.3%,0.24478502168921
FRMI,"Fermi Inc",6.4,-0.2,-3.03%,0.00%,0%,75720,16.6%,83.4%,0.19908785709761
MP,"MP Materials Corp",58.74,3.08,+5.53%,10.47%,10%,72843,34.0%,66.0%,0.51475389382187
CRWD,"Crowdstrike Holdings",216.95,-8.58,-3.80%,67.99%,84%,72621,50.5%,49.5%,1.0207863761583
MRNA,"Moderna Inc",63.32,-0.33,-0.52%,26.13%,22%,72480,9.3%,90.7%,0.10307881960826
CLSK,"Cleanspark Inc",12.09,0.57,+4.95%,25.28%,12%,72441,35.6%,64.4%,0.55176402544824
AMC,"AMC Entertainment Holdings",2.5,-0.13,-4.94%,29.48%,33%,70393,12.0%,88.0%,0.13689293731931
LLY,"Eli Lilly and Company",1180.16,-28.84,-2.39%,12.59%,10%,68917,60.2%,39.8%,1.5110949171069
PCG,"Pacific Gas & Electric Company",17.84,0.38,+2.18%,69.53%,94%,68830,22.0%,78.0%,0.28175046554935
IONQ,"Ionq Inc",46.26,1.28,+2.85%,18.55%,10%,66906,34.4%,65.6%,0.52405466970387
HPQ,"HP Inc",30.11,-1.19,-3.80%,81.25%,91%,66183,82.0%,18.0%,4.565806071819
LUNR,"Intuitive Machines Inc",19.01,1.45,+8.26%,36.28%,16%,65839,26.8%,73.2%,0.36550107848017
NEM,"Newmont Mining Corp",117.76,3.57,+3.13%,36.17%,20%,65527,16.9%,83.1%,0.20352275649267
AS,"Amer Sports Inc",32.87,-0.25,-0.75%,57.97%,75%,65203,0.8%,99.2%,0.0076186060887034
AAL,"American Airlines Gp",14.83,-0.23,-1.53%,18.51%,12%,64832,65.4%,34.6%,1.892865110883
LRCX,"Lam Research Corp",332.36,-4.65,-1.38%,40.03%,42%,64439,57.3%,42.7%,1.3444298915812
RGTI,"Rigetti Computing Inc",18.82,0.2,+1.07%,9.24%,8%,63091,20.4%,79.6%,0.25616724738676
WDC,"Western Digital Corp",508.8,21.51,+4.41%,46.16%,34%,62555,50.3%,49.7%,1.0136161720209
FIGR,"Figure Technology Solutions Inc Cl A",31.43,-0.45,-1.41%,4.68%,1%,62398,41.1%,58.9%,0.69887554793215
OKLO,"Oklo Inc",44.38,-2.07,-4.46%,5.41%,2%,62260,39.0%,61.0%,0.64027715572885
WDAY,"Workday Inc",198.68,-7.77,-3.76%,49.98%,55%,61894,53.0%,47.0%,1.1290633277149
CVNA,"Carvana Company Cl A",75.59,1.89,+2.56%,11.43%,21%,61641,36.0%,64.0%,0.56231149410721
APP,"Applovin Corp Cl A",315.44,2.77,+0.89%,12.77%,14%,60814,43.4%,56.6%,0.76697562251213
BULL,"Webull Corp Cl A",8.04,0.09,+1.13%,21.85%,37%,60668,25.1%,74.9%,0.33565232706618
SNAP,"Snap Inc",5.41,0.11,+2.08%,16.50%,21%,60257,27.6%,72.4%,0.38115430457504
PSKY,"Paramount Skydance Corp Cl B",10.14,0.17,+1.71%,7.28%,14%,57130,20.7%,79.3%,0.26142636343564
NIO,"Nio Inc ADR",4.52,0.02,+0.44%,14.78%,7%,56819,35.6%,64.4%,0.55162620497556
CRM,"Salesforce Inc",196.21,-5.16,-2.56%,62.99%,73%,56362,46.8%,53.2%,0.88099052195968
CMG,"Chipotle Mexican Grill",33.5,0.89,+2.73%,23.86%,25%,56347,29.8%,70.2%,0.42398281526409
OPEN,"Opendoor Technologies Inc",3.64,-0.01,-0.27%,0.00%,2%,56032,19.9%,80.1%,0.24837358524196
PFE,"Pfizer Inc",26.79,-0.01,-0.04%,7.07%,2%,55592,34.2%,65.8%,0.51986220849168
SPCE,"Virgin Galactic Holdings Inc",3.32,0.18,+5.73%,2.49%,1%,55450,16.1%,83.9%,0.19126903989516
JD,"Jd.com Inc ADR",29.06,-0.24,-0.82%,9.89%,5%,54554,31.9%,68.1%,0.46879543374078
USAR,"USA Rare Earth Inc",20,1.39,+7.47%,0.53%,1%,53790,26.0%,74.0%,0.35164338124435
COST,"Costco Wholesale",961.1,-0.75,-0.08%,25.51%,19%,53665,58.9%,41.1%,1.4350015880938
SOUN,"Soundhound AI Inc Cl A",7.43,-0.05,-0.67%,13.47%,6%,53544,18.4%,81.6%,0.22604872687305
LITE,"Lumentum Holdings",926.14,45.73,+5.19%,49.23%,27%,53151,43.6%,56.4%,0.77223166950085
ARM,"Arm Holdings Plc ADR",279.44,0.79,+0.28%,38.51%,62%,53145,56.5%,43.5%,1.2994548286604
KO,"Coca-Cola Company",87.71,0.29,+0.33%,42.12%,29%,52159,16.8%,83.2%,0.20212496254811
CAPR,"Capricor Therap",6.65,2.44,+57.96%,45.36%,74%,51623,55.1%,44.9%,1.2251293103448
NVTS,"Navitas Semiconductor Corp",14.45,0.79,+5.78%,17.47%,20%,51122,19.3%,80.7%,0.23968184684029
DKNG,"Draftkings Inc",26.14,0.72,+2.83%,31.54%,22%,51101,14.5%,85.5%,0.17008220181806
OXY,"Occidental Petroleum",58.36,0.66,+1.14%,31.92%,25%,50180,12.7%,87.3%,0.14537444933921
GLW,"Corning Inc",165.99,7.45,+4.70%,55.18%,54%,49553,41.2%,58.8%,0.7014489767889
DIS,"Walt Disney Company",106.85,2.05,+1.96%,13.59%,14%,48714,29.7%,70.3%,0.4226388645523
HUT,"Hut 8 Corp",85.44,2.49,+3.00%,25.46%,24%,48341,31.6%,68.4%,0.46182225044604
JPM,"JP Morgan Chase & Company",362.84,-0.27,-0.07%,0.00%,0%,47327,45.9%,54.1%,0.84856651824076
GLXY,"Galaxy Digital Holdings",21.66,0.71,+3.39%,17.61%,8%,47263,25.1%,74.9%,0.33537705195943
PATH,"Uipath Inc Cl A",16.01,-0.67,-4.02%,58.93%,70%,47198,33.0%,67.0%,0.49219095795131
RCAT,"Red Cat Holdings Inc",11.13,0.9,+8.80%,18.38%,8%,46877,19.9%,80.1%,0.24905409006128
PDD,"Pdd Holdings Inc",84.79,0.62,+0.74%,62.77%,73%,46199,46.0%,54.0%,0.85196023410567
BSX,"Boston Scientific Corp",51.83,0.14,+0.27%,46.92%,61%,45631,51.3%,48.7%,1.0534155341553
VZ,"Verizon Communications",48.48,0.26,+0.54%,37.53%,34%,45302,35.6%,64.4%,0.5530871815969
CAT,"Caterpillar Inc",856.57,1.97,+0.23%,44.01%,45%,45287,42.9%,57.1%,0.75001932143133
COF,"Capital One Financial",227.34,3.51,+1.57%,5.81%,1%,44251,6.4%,93.6%,0.068787285945463
LAES,"Sealsq Corp",3.01,0.17,+5.99%,0.50%,1%,43755,9.2%,90.8%,0.10075471698113
VALE,"Vale S.A. ADR",13.63,-0.17,-1.23%,8.76%,23%,43364,61.9%,38.1%,1.6238276759242
SNOW,"Snowflake Cl A",328.92,-8.46,-2.51%,63.72%,79%,42829,42.1%,57.9%,0.72614057714009
UNH,"Unitedhealth Group",401.73,2.67,+0.67%,3.26%,3%,42332,43.3%,56.7%,0.76361288172312
STX,"Seagate Technology Holdings",973.44,52.07,+5.65%,47.56%,51%,41343,44.9%,55.1%,0.81543933605586
SHOP,"Shopify Inc",154.32,-4.21,-2.66%,13.54%,16%,41161,40.3%,59.7%,0.67450469875107
EOSE,"Eos Energy Enterprises Inc",4.02,-0.14,-3.37%,13.30%,18%,41156,25.1%,74.9%,0.33437084589696
HPE,"Hewlett Packard Enterprise",58.71,-1.11,-1.86%,46.89%,89%,40863,21.1%,78.9%,0.26667699938004
HL,"Hecla Mining Company",18.37,0.64,+3.61%,29.15%,13%,40458,22.6%,77.4%,0.29184494539881
OSCR,"Oscar Health Inc Cl A",32.76,1.98,+6.43%,10.84%,4%,40394,32.7%,67.3%,0.48665856979868
QBTS,"D-Wave Quantum Inc",21.17,0.27,+1.29%,1.97%,2%,40218,24.3%,75.7%,0.32148255240849
IBM,"Intl Business Machines",234.32,-2.82,-1.19%,30.15%,36%,40182,35.4%,64.6%,0.54742557861902
TE,"T1 Energy Inc",5.11,0.32,+6.68%,11.37%,9%,39983,33.5%,66.5%,0.50391183329572
FCX,"Freeport-Mcmoran Inc",66.49,-0.34,-0.51%,44.08%,35%,39582,45.2%,54.8%,0.82514870659842
ET,"Energy Transfer LP",21.05,0.29,+1.40%,28.29%,21%,39485,16.4%,83.6%,0.19687784177023
BA,"Boeing Company",231.67,1.34,+0.58%,28.64%,10%,38968,34.9%,65.1%,0.53671425191261
FIG,"Figma Cl A",25.42,-0.93,-3.53%,32.54%,18%,38520,38.8%,61.2%,0.63324146703413
AXTI,"Axt Inc",81.64,4.19,+5.41%,17.54%,13%,38517,23.0%,77.0%,0.29905564924115
C,"Citigroup Inc",139.33,0.6,+0.43%,5.46%,5%,38456,41.4%,58.6%,0.70529023103188
BRK.B,"Berkshire Hathaway Cl B",504.03,-2.9,-0.57%,20.76%,12%,37098,54.9%,45.1%,1.2195764030154
SMR,"Nuscale Power Corp",9.39,-0.46,-4.67%,9.52%,2%,36903,36.8%,63.2%,0.58314028314028
UMAC,"Unusual Machines Inc",34.06,6.82,+25.04%,60.03%,87%,36587,32.3%,67.7%,0.47766558966074
COHR,"Coherent Corp",325.83,-1.4,-0.43%,51.84%,43%,36371,48.4%,51.6%,0.93668796592119
STM,"Stmicroelectronics N.V. ADR",54.29,0.37,+0.69%,35.00%,55%,36141,4.3%,95.7%,0.044628146949157
XYZ,"Block Inc",82.88,-0.21,-0.25%,2.46%,1%,34083,16.4%,83.6%,0.1963144963145
EYPT,"Eyepoint Inc",14.75,1.27,+9.42%,100.00%,100%,33960,80.1%,19.9%,4.0273871206514
GS,"Goldman Sachs Group",1039.42,-3.21,-0.31%,22.36%,25%,33842,64.0%,36.0%,1.7739344262295
CELH,"Celsius Holdings Inc",29.09,0.31,+1.08%,31.52%,33%,33395,29.8%,70.2%,0.42457981400904
STUB,"Stubhub Holdings Inc Cl A",8.08,0.4,+5.21%,3.43%,3%,33344,9.1%,90.9%,0.10068000264079
JOBY,"Joby Aviation Inc",7.92,-0.34,-4.12%,9.47%,2%,32819,18.4%,81.6%,0.22527534067575
AG,"First Majestic Silver",19.26,0.48,+2.56%,14.78%,7%,32794,20.7%,79.3%,0.26155029813426
BW,"Babcock & Wilcox Enterprises",10.29,0.94,+10.05%,0.38%,1%,31530,77.6%,22.4%,3.4571670907549
PANW,"Palo Alto Networks",384.27,-11.73,-2.96%,61.63%,84%,31180,56.8%,43.2%,1.3128848008308
RBLX,"Roblox Corp Cl A",38.23,0.28,+0.74%,28.49%,30%,30709,28.5%,71.5%,0.39834251627886
KKR,"KKR & Company LP",114.01,-1.29,-1.12%,20.00%,20%,30357,63.6%,36.4%,1.746245702913
PLUG,"Plug Power Inc",2.32,0.02,+0.87%,4.62%,2%,30278,8.3%,91.7%,0.090745343852444
RDW,"Redwire Corp",13.58,0.38,+2.88%,24.88%,20%,29951,20.1%,79.9%,0.25234152868373
TMC,"Tmc The Metals Company",4.01,-0.4,-9.07%,15.52%,7%,29284,46.1%,53.9%,0.85447406750681
SCHW,"The Charles Schwab Corp",111.09,1.03,+0.94%,0.00%,0%,29277,51.5%,48.5%,1.063358940024
QXO,"Qxo Inc",14.51,-0.38,-2.55%,57.87%,72%,28543,37.7%,62.3%,0.6048015292927
CCJ,"Cameco Corp",97.74,-0.01,-0.01%,12.23%,6%,28251,75.4%,24.6%,3.0578856650388
OWL,"Blue Owl Capital Inc",12.22,-0.44,-3.48%,30.15%,22%,28207,50.4%,49.6%,1.0152175466171
PL,"Planet Labs Pbc",24.69,-0.06,-0.24%,38.70%,42%,27170,51.6%,48.4%,1.0650604241088
GRAB,"Grab Holdings Ltd Cl A",3.62,-0.08,-2.16%,19.93%,22%,27011,27.8%,72.2%,0.38510845597662
ECHO,"Echostar Corp",91.89,0.21,+0.23%,0.00%,0%,27003,88.6%,11.4%,7.7529983792545
ONON,"On Holding Ag Cl A",32.22,0.63,+1.99%,5.60%,6%,26819,24.0%,76.0%,0.31504364028636
WFC,"Wells Fargo & Company",88.82,0.71,+0.81%,0.46%,1%,26627,43.4%,56.6%,0.76630182421227
LULU,"Lululemon Athletica",119.55,-0.01,-0.01%,51.81%,70%,26497,49.9%,50.1%,0.99645871006631
CMCSA,"Comcast Corp A",26.18,0,0.00%,28.23%,18%,26384,26.2%,73.8%,0.35587645819415
ADBE,"Adobe Systems Inc",264.02,-6.47,-2.39%,72.31%,78%,26182,47.1%,52.9%,0.89026063100137
CCL,"Carnival Corporation Ltd",28.12,-0.3,-1.06%,15.16%,9%,25796,38.6%,61.4%,0.62812421105781
S,"Sentinelone Inc Cl A",23.11,-0.73,-3.06%,52.21%,67%,25253,19.9%,80.1%,0.24773951282178
ABNB,"Airbnb Inc Cl A",184.06,-1.07,-0.58%,15.50%,13%,24899,58.8%,41.2%,1.4296448087432
SLS,"Sellas Life Sciences Group Inc",12.78,0.42,+3.40%,29.26%,46%,24657,25.9%,74.1%,0.34922024623803
U,"Unity Software Inc",46.25,0.46,+1.00%,0.00%,0%,24531,30.7%,69.3%,0.44283025526409
CLF,"Cleveland-Cliffs Inc",11.9,-0.25,-2.06%,10.77%,4%,24443,29.4%,70.6%,0.41616454229432
ANET,"Arista Networks Inc",198.82,-4.8,-2.36%,27.23%,28%,24331,42.1%,57.9%,0.72744053958111
HAL,"Halliburton Company",34.42,1.58,+4.81%,15.71%,8%,23798,20.3%,79.7%,0.25530119210887
V,"Visa Inc",364.15,-1.3,-0.36%,21.49%,12%,23451,44.1%,55.9%,0.79001602931074
FCEL,"Fuelcell Energy Inc",22.37,2.03,+9.98%,43.53%,61%,23272,23.8%,76.2%,0.31309597697907
QUBT,"Quantum Computing Inc",9.01,0.09,+1.01%,0.00%,0%,23152,29.4%,70.6%,0.41697778321807
MRK,"Merck & Company",135.84,0.29,+0.21%,32.63%,12%,23012,24.2%,75.8%,0.31972242931697
LYFT,"Lyft Inc Cl A",17.48,0.35,+2.04%,7.05%,4%,22649,27.9%,72.1%,0.38653198653199
FSLR,"First Solar Inc",225.56,1.87,+0.84%,20.86%,29%,22488,42.3%,57.7%,0.73251155624037
GIS,"General Mills",39.2,0.29,+0.75%,41.89%,32%,22355,69.9%,30.1%,2.3276272700208
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",17.88,-0.01,-0.06%,7.97%,20%,22315,56.1%,43.9%,1.2763439763338
INFQ,"Infleqtion Inc",12.86,0.68,+5.58%,0.00%,0%,22174,15.6%,84.4%,0.18507829618941
ALAB,"Astera Labs Inc",321.61,-1.17,-0.36%,30.88%,37%,21898,44.6%,55.4%,0.80646757960733
UUUU,"Energy Fuels Inc",15.1,0.52,+3.57%,0.00%,0%,21683,20.3%,79.7%,0.25538443723946
LCID,"Lucid Group Inc",6.22,-0.22,-3.42%,6.49%,7%,21515,46.4%,53.6%,0.86486955014302
MCD,"McDonald's Corp",272.83,0.58,+0.21%,38.39%,43%,21492,32.7%,67.3%,0.48599875544493
HIVE,"Hive Digital Technologies Ltd",2.69,0.11,+4.26%,14.83%,24%,21435,11.1%,88.9%,0.12478354410453
CVS,"CVS Corp",97.16,2.17,+2.28%,11.73%,7%,21260,32.7%,67.3%,0.48619363858791
ZIM,"Zim Integrated Shipping Services Ltd",28.14,1.32,+4.92%,17.38%,35%,21228,19.1%,80.9%,0.23619846261356
ZS,"Zscaler Inc",183.6,-4.58,-2.43%,71.09%,88%,21157,46.8%,53.2%,0.88129112573359
ASML,"ASML Holding NV",1844.08,-3.82,-0.21%,40.07%,35%,21115,56.1%,43.9%,1.2753232758621
VST,"Vistra Energy Corp",148.13,1.73,+1.18%,1.00%,1%,20696,42.3%,57.7%,0.73188284518828
WEN,"Wendys Company",8.64,-0.01,-0.12%,18.82%,72%,20627,8.7%,91.3%,0.094851380042463
ACMR,"Acm Research Inc",80.42,-0.77,-0.95%,39.98%,41%,20533,2.8%,97.2%,0.029326248245438
ABCL,"Abcellera Biologics Inc",11.38,0.41,+3.74%,5.08%,12%,20487,29.3%,70.7%,0.41367651117858
ROKU,"Roku Inc",157.68,3.6,+2.34%,0.00%,0%,20275,6.1%,93.9%,0.065479005728099
AXP,"American Express Company",342.48,-1.17,-0.34%,7.11%,2%,20023,43.8%,56.2%,0.7801386913229
CDE,"Coeur Mining Inc",18.81,0.36,+1.95%,19.55%,10%,19721,19.5%,80.5%,0.24234597454958
PURR,"Hyperliquid Strategies Inc",6.68,-0.14,-2.05%,0.16%,2%,19667,43.8%,56.2%,0.78014120202752
VRT,"Vertiv Holdings",293.84,6.77,+2.36%,29.81%,18%,19649,54.3%,45.7%,1.1888158627604
PEP,"Pepsico Inc",140.79,0.17,+0.12%,28.23%,16%,19599,47.9%,52.1%,0.92034097589653
UEC,"Uranium Energy",11.21,0.02,+0.18%,0.00%,0%,19510,56.0%,44.0%,1.2730979843877
LUMN,"Lumen Technologies Inc",6.72,0.32,+5.00%,12.35%,5%,19301,14.2%,85.8%,0.1648862333273
INDI,"Indie Semiconductor Cl A",4.71,0.57,+13.77%,76.95%,95%,19278,1.7%,98.3%,0.017523487807453
NUAI,"New Era Energy & Digital Inc",5.07,0.08,+1.50%,52.57%,52%,19277,27.4%,72.6%,0.3777158376215
QS,"Quantumscape Corp",6.19,0.03,+0.49%,0.20%,1%,19172,22.0%,78.0%,0.28257960931228
OUST,"Ouster Inc",48.71,3.58,+7.93%,40.20%,48%,19095,16.5%,83.5%,0.1983056165673
MOS,"Mosaic Company",21.61,-0.17,-0.78%,37.87%,35%,19092,14.1%,85.9%,0.16414634146341
RIG,"Transocean Inc",5.76,0.04,+0.70%,6.82%,8%,18977,6.1%,93.9%,0.064927048260382
CRDO,"Credo Technology Group Holding",259.9,-6.09,-2.29%,52.28%,49%,18905,51.5%,48.5%,1.0622886440493
B,"Barrick Mining Corp",41.6,0.69,+1.69%,39.19%,16%,18818,27.5%,72.5%,0.37931539983875
DJT,"Trump Media & Technology Group Corp",8.27,-0.03,-0.36%,25.06%,36%,18724,30.6%,69.4%,0.44119458128079
LQDA,"Liquidia Corp",74.44,2.34,+3.25%,30.73%,41%,18624,31.5%,68.5%,0.45887513708288
CPRT,"Copart Inc",31.61,2.22,+7.55%,78.07%,95%,18544,71.6%,28.4%,2.5154502369668
PG,"Procter & Gamble Company",144.55,0.29,+0.20%,17.32%,21%,18542,35.7%,64.3%,0.55436331628804
HD,"Home Depot",338.86,-2.84,-0.83%,69.00%,71%,18513,43.6%,56.4%,0.77174849267873
MO,"Altria Group",65.7,0.62,+0.95%,58.60%,75%,18384,39.6%,60.4%,0.6551724137931
