Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",217.55,-10.43,-4.57%,6.23%,5%,6724370,37.2%,62.8%,0.59160905567201
TSLA,"Tesla Inc",348.75,-6.06,-1.71%,4.34%,2%,2963204,40.9%,59.1%,0.69221798927175
AAPL,"Apple Inc",319.7,5.12,+1.63%,46.81%,42%,1887264,37.3%,62.7%,0.59442275101253
AMZN,"Amazon.com Inc",266.43,10.17,+3.97%,21.61%,25%,1645201,33.7%,66.3%,0.50938502597752
MU,"Micron Technology",932.86,-2.53,-0.27%,18.59%,11%,1117529,39.8%,60.2%,0.65990936461655
SPCX,"SpaceX Corp",141.5,0.63,+0.45%,0.00%,0%,1064424,36.1%,63.9%,0.56378402519863
MSFT,"Microsoft Corp",513.53,8.47,+1.68%,23.07%,23%,1063506,32.0%,68.0%,0.46971248523041
META,"META Platforms",578.02,6.92,+1.21%,34.97%,47%,1019771,30.1%,69.9%,0.43031805074001
MSTR,"Strategy Inc",127.31,-10.09,-7.34%,27.12%,36%,947813,32.0%,68.0%,0.46989683878812
IREN,"Iren Limited",35.45,-5.08,-12.53%,0.00%,0%,804777,39.9%,60.1%,0.6650156720355
INTC,"Intel Corp",89.47,-2.62,-2.85%,24.06%,23%,758108,34.2%,65.8%,0.51956816737723
MRVL,"Marvell Technology Inc",216.62,-24.83,-10.28%,27.04%,42%,695767,41.8%,58.2%,0.71676055260697
PLTR,"Palantir Technologies Cl A",186.29,0.36,+0.19%,14.28%,6%,552912,40.4%,59.6%,0.67731562518012
AMD,"Adv Micro Devices",465.58,-11.09,-2.33%,18.72%,14%,496315,49.4%,50.6%,0.97455789620258
GOOGL,"Alphabet Cl A",346.59,5.94,+1.74%,11.33%,6%,490855,29.0%,71.0%,0.40861662256863
SOFI,"Sofi Technologies Inc",18.06,-1.12,-5.84%,9.77%,6%,486700,27.3%,72.7%,0.37590039917225
