Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Latest,Ask,Volume,"Open Int",Vol/OI,"Imp Vol",IV,Delta,Time
CORZ,16.51,2026-12-18,111,Call,27.00,-63.54%,0.34,0.5,0.7,40000,143,279.72,68.38%,75.00%,0.169986,2026-08-28
AMZN,266.43,2026-08-31,2,Put,265.00,-0.54%,1.24,1.28,1.29,26749,138,193.83,29.48%,24.39%,-0.375811,2026-08-28
SIRI,28.54,2026-09-04,6,Call,29.00,-1.61%,0.25,0.27,0.35,17430,116,150.26,33.18%,33.76%,0.363712,2026-08-28
SIRI,28.54,2026-09-04,6,Call,29.50,-3.36%,0.11,0.14,0.16,17326,144,120.32,33.18%,31.41%,0.211189,2026-08-28
META,578.02,2026-08-31,2,Put,577.50,-0.09%,4.35,4.8,5,11377,115,98.93,34.65%,29.16%,-0.476387,2026-08-28
PYPL,53.66,2026-09-04,6,Call,55.00,-2.50%,0.5,0.55,0.6,10827,116,93.34,32.48%,39.01%,0.322789,2026-08-28
PCG,16.6,2026-09-18,20,Call,17.50,-5.42%,0.52,0.6,0.7,44660,543,82.25,49.01%,62.13%,0.389018,2026-08-28
PCG,16.6,2027-06-17,292,Put,10.00,-39.76%,0,0.2,0.61,7820,103,75.92,49.01%,49.04%,-0.077158,2026-08-28
AMD,465.58,2026-10-02,34,Put,410.00,-11.94%,6.35,6.55,7.15,16694,224,74.53,48.44%,48.60%,-0.170556,2026-08-28
MSFT,513.53,2026-10-16,48,Call,595.00,-15.86%,1.38,1.56,1.7,17307,234,73.96,24.83%,26.33%,0.073065,2026-08-28
MSTR,127.31,2026-09-11,13,Call,131.00,-2.90%,4.8,4.99,5.2,10171,139,73.17,69.27%,68.09%,0.441145,2026-08-28
NVDA,217.55,2026-08-31,2,Put,235.00,+8.02%,15.95,17.08,17.7,10134,143,70.87,33.61%,45.06%,-0.991708,2026-08-28
NVDA,217.55,2026-08-31,2,Put,240.00,+10.32%,22.35,22.1,22.8,9500,160,59.38,33.61%,71.54%,-0.967079,2026-08-28
GOOGL,346.59,2026-08-31,2,Put,345.00,-0.46%,1.18,1.38,1.65,8482,151,56.17,27.59%,20.94%,-0.376574,2026-08-28
MSTR,127.31,2026-09-11,13,Call,137.00,-7.61%,3,3.09,3.35,10136,185,54.79,69.27%,69.63%,0.314634,2026-08-28
AMZN,266.43,2026-09-04,6,Put,267.50,+0.40%,4.4,4.5,4.55,8726,164,53.21,29.48%,29.24%,-0.530301,2026-08-28
TSLA,348.75,2026-08-31,2,Call,347.50,+0.36%,3.7,3.85,3.85,26058,513,50.8,38.82%,29.87%,0.572391,2026-08-28
AMZN,266.43,2026-08-31,2,Put,262.50,-1.48%,0.54,0.54,0.58,8343,167,49.96,29.48%,24.73%,-0.203077,2026-08-28
STM,49.38,2026-09-04,6,Call,54.00,-9.36%,0,0.21,2.3,6957,140,49.69,50.13%,109.25%,0.285985,2026-08-28
ASST,21.74,2026-09-18,20,Call,29.00,-33.39%,0.27,0.35,0.46,5143,108,47.62,100.01%,104.56%,0.147575,2026-08-28
ACN,189.61,2026-11-20,83,Call,240.00,-26.58%,3.7,3.9,4,5034,107,47.05,48.21%,48.11%,0.180322,2026-08-28
NVDA,217.55,2026-10-02,34,Put,200.00,-8.07%,2.52,2.54,2.62,66511,1453,45.77,33.61%,34.78%,-0.191911,2026-08-28
CORZ,16.51,2026-12-18,111,Call,18.00,-9.02%,2.14,2.09,2.35,15016,331,45.37,68.38%,75.84%,0.512158,2026-08-28
INTC,89.47,2026-10-02,34,Call,110.00,-22.95%,1.31,1.32,1.36,24238,540,44.89,56.28%,61.87%,0.162459,2026-08-28
