Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
TSLA,"Tesla Inc",367.95,19.2,+5.51%,14.28%,10%,4426768,42.2%,57.8%,0.73069830123079
NVDA,"Nvidia Corp",220.78,3.23,+1.48%,0.00%,0%,3395833,37.9%,62.1%,0.60952691516343
AAPL,"Apple Inc",316.85,-2.85,-0.89%,46.10%,40%,1364272,36.5%,63.5%,0.57429563162365
AMZN,"Amazon.com Inc",259.77,-6.66,-2.50%,19.26%,20%,1099943,39.4%,60.6%,0.64979736438713
MU,"Micron Technology",958.73,25.87,+2.77%,18.57%,11%,952403,40.9%,59.1%,0.69227338551338
META,"META Platforms",572.34,-5.68,-0.98%,34.09%,43%,606878,27.4%,72.6%,0.37819381709258
SPCX,"SpaceX Corp",143.69,2.19,+1.55%,0.00%,0%,561489,35.6%,64.4%,0.55269161530102
INTC,"Intel Corp",89.51,0.04,+0.04%,23.03%,21%,470945,32.2%,67.8%,0.47554415086773
PCG,"Pacific Gas & Electric Company",13.27,-3.33,-20.06%,73.15%,93%,460702,31.4%,68.6%,0.45729053318825
GOOGL,"Alphabet Cl A",339.35,-7.24,-2.09%,10.33%,6%,453774,32.9%,67.1%,0.49046644616047
MSFT,"Microsoft Corp",507.29,-6.24,-1.22%,23.27%,23%,401544,40.0%,60.0%,0.6662959581708
AMD,"Adv Micro Devices",470.72,5.14,+1.10%,18.24%,14%,355519,43.6%,56.4%,0.77251673954121
PLTR,"Palantir Technologies Cl A",186.38,0.09,+0.05%,14.74%,7%,324860,50.2%,49.8%,1.0064852845805
SOFI,"Sofi Technologies Inc",17.88,-0.18,-1.00%,6.89%,5%,294084,32.0%,68.0%,0.46987614582604
MSTR,"Strategy Inc",132.94,5.63,+4.42%,28.69%,44%,291905,33.6%,66.4%,0.5069253364583
IREN,"Iren Limited",37.12,1.67,+4.70%,0.00%,0%,274078,34.7%,65.3%,0.53225770383291
AVGO,"Broadcom Ltd",370.34,1.55,+0.42%,50.62%,63%,238413,38.2%,61.8%,0.61807063741992
NIO,"Nio Inc ADR",4.23,-0.14,-3.20%,37.95%,45%,212500,25.3%,74.7%,0.33842248801718
MRVL,"Marvell Technology Inc",211.66,-4.96,-2.29%,24.85%,38%,205590,39.8%,60.2%,0.66026003391747
GME,"Gamestop Corp",18.38,0.51,+2.85%,45.14%,53%,197908,12.1%,87.9%,0.13753304977584
SNDK,"Sandisk Corp",1566.7,81.72,+5.50%,17.82%,5%,173301,44.0%,56.0%,0.78706883217324
HOOD,"Robinhood Markets Cl A",104.81,0.55,+0.53%,23.00%,14%,171616,37.4%,62.6%,0.59821195753399
NFLX,"Netflix Inc",81.05,-0.67,-0.82%,28.25%,37%,166604,31.3%,68.7%,0.4564177878017
NKE,"Nike Inc",39.06,-0.54,-1.36%,45.97%,56%,165585,23.8%,76.2%,0.3122711638744
GOOG,"Alphabet Cl C",335.41,-7.47,-2.18%,10.87%,8%,164717,31.2%,68.8%,0.45372307094884
WMT,"Walmart Inc",104.87,1.78,+1.73%,18.46%,22%,153143,29.2%,70.8%,0.41232835022548
NOW,"Servicenow Inc",147.99,3.28,+2.27%,48.39%,56%,141861,40.5%,59.5%,0.68135540990601
ORCL,"Oracle Corp",149.12,-1.73,-1.15%,60.78%,71%,136882,38.1%,61.9%,0.61520307743138
BMNR,"Bitmine Immersion Technologies",25.32,1.52,+6.39%,12.14%,12%,126655,24.1%,75.9%,0.3177306587873
CRWD,"Crowdstrike Holdings",231,12.6,+5.77%,49.66%,59%,125681,35.5%,64.5%,0.55134914952971
COIN,"Coinbase Global Cl A",188.12,9.48,+5.31%,35.56%,35%,125451,29.2%,70.8%,0.41297516472377
CRWV,"Coreweave Cl A",84.89,0.66,+0.78%,0.00%,0%,120595,37.1%,62.9%,0.58869947831586
CRM,"Salesforce Inc",257.54,1.54,+0.60%,36.74%,29%,117547,50.7%,49.3%,1.0292614715326
MARA,"Mara Holdings Inc",10.77,0.1,+0.94%,30.94%,19%,117102,28.6%,71.4%,0.40134507682734
