Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
NVDA,"Nvidia Corp",211.94,5.3,+2.56%,40.20%,57%,2608952,31.0%,69.0%,0.44950796938476
PLTR,"Palantir Technologies Cl A",162.66,37.01,+29.45%,39.01%,50%,2019310,32.3%,67.7%,0.47671478111558
TSLA,"Tesla Inc",327.35,5.27,+1.64%,24.28%,36%,1643572,33.5%,66.5%,0.50419205956834
SPCX,"SpaceX Corp",125.33,10.8,+9.43%,91.53%,85%,1525758,46.6%,53.4%,0.8741883575526
AAPL,"Apple Inc",309.38,5.96,+1.96%,62.77%,64%,1337510,23.5%,76.5%,0.30664827440679
INTC,"Intel Corp",100.86,9.86,+10.84%,73.15%,89%,1115265,25.2%,74.8%,0.33730271977515
AMZN,"Amazon.com Inc",277.42,-6.6,-2.32%,39.30%,52%,991330,33.9%,66.1%,0.51262183919972
MSFT,"Microsoft Corp",492.81,5.16,+1.06%,44.47%,69%,811673,31.8%,68.2%,0.46588370425621
AMD,"Adv Micro Devices",518.58,33.94,+7.00%,82.51%,95%,678660,37.4%,62.6%,0.5986563616705
MU,"Micron Technology",892.67,63.17,+7.62%,74.76%,79%,676392,39.5%,60.5%,0.6528003127749
GOOGL,"Alphabet Cl A",377.65,4.14,+1.11%,44.40%,59%,548799,24.2%,75.8%,0.31912372335848
ORCL,"Oracle Corp",145.74,3.89,+2.74%,75.17%,92%,515562,23.0%,77.0%,0.2995450248913
SOFI,"Sofi Technologies Inc",18.7,0.67,+3.72%,12.30%,4%,482678,32.6%,67.4%,0.48400327128952
META,"META Platforms Inc",587.94,-2.3,-0.39%,46.54%,65%,395930,29.9%,70.1%,0.42556753740076
PCG,"Pacific Gas & Electric Company",17.45,0.02,+0.11%,72.53%,95%,375903,5.6%,94.4%,0.058995047357182
NFLX,"Netflix Inc",73.57,0.24,+0.33%,43.43%,54%,319527,21.7%,78.3%,0.27789842465836
SNAP,"Snap Inc",5.79,0.75,+14.88%,24.38%,29%,316344,15.4%,84.6%,0.18201995292008
NOK,"Nokia Corp ADR",9.92,0.56,+5.98%,61.21%,79%,310718,10.6%,89.4%,0.11891017908008
AVGO,"Broadcom Ltd",418.16,25.93,+6.61%,70.48%,86%,308261,36.3%,63.7%,0.56865449105148
CRWV,"Coreweave Cl A",91.9,6.14,+7.16%,82.62%,94%,257870,35.6%,64.4%,0.55257327264408
MRVL,"Marvell Technology Inc",218.59,24.82,+12.81%,80.32%,93%,250733,30.0%,70.0%,0.42887346417744
CG,"The Carlyle Group",50.64,1.73,+3.54%,62.14%,82%,247179,1.3%,98.7%,0.01285849508894
IREN,"Iren Limited",40.85,1.1,+2.77%,67.02%,81%,235764,51.5%,48.5%,1.0602618103011
FHN,"First Horizon Corp",26.09,0.29,+1.12%,2.11%,1%,226173,0.0%,100.0%,0.000212272
SMCI,"Super Micro Computer",31.69,3.05,+10.65%,92.80%,97%,215949,21.7%,78.3%,0.27720769581083
CMG,"Chipotle Mexican Grill",33.82,-3.64,-9.72%,51.94%,65%,212745,30.5%,69.5%,0.43974256594887
HOOD,"Robinhood Markets Cl A",93.51,3.17,+3.51%,46.40%,60%,208144,28.3%,71.7%,0.3941886479028
MSTR,"Strategy Inc",97.65,2.79,+2.94%,34.33%,63%,203945,30.7%,69.3%,0.44251036199799
TSM,"Taiwan Semiconductor ADR",417.17,11.06,+2.72%,66.52%,78%,197528,31.2%,68.8%,0.45334147579702
NVO,"Novo Nordisk A/S ADR",44.28,-2.81,-5.97%,21.99%,34%,191686,40.9%,59.1%,0.69245711157612
CIFR,"Cipher Digital Inc",20.38,-3.78,-15.65%,38.12%,73%,188555,20.6%,79.4%,0.26014168281762
NBIS,"Nebius Group N.V. Cl A",225.74,13.16,+6.19%,69.87%,94%,182037,60.9%,39.1%,1.5563045035177
SKHY,"SK hynix Inc",154.38,11.66,+8.17%,7.70%,25%,179895,46.2%,53.8%,0.85845781937643
SNDK,"Sandisk Corp",1427.62,139.59,+10.84%,69.83%,92%,167919,48.3%,51.7%,0.93350374797057
UBER,"UBER Technologies Inc",71.99,0.38,+0.53%,74.84%,83%,164702,40.4%,59.6%,0.67715853894484
RKLB,"Rocket Lab Corp",74.48,4.05,+5.75%,76.17%,90%,162454,27.6%,72.4%,0.38122364304176
PFE,"Pfizer Inc",25.41,0.38,+1.52%,28.15%,27%,161320,27.9%,72.1%,0.38614882282179
GOOG,"Alphabet Cl C",375.35,2.88,+0.77%,42.41%,60%,160983,29.6%,70.4%,0.41947800017635
ONDS,"Ondas Inc",8.86,0.49,+5.85%,27.43%,38%,159723,18.8%,81.2%,0.23119556000925
OPEN,"Opendoor Technologies Inc",4.12,0.18,+4.57%,18.21%,61%,158148,15.6%,84.4%,0.18418569824036
ASTS,"Ast Spacemobile Inc",70.31,6.79,+10.69%,70.92%,78%,156488,38.7%,61.3%,0.63210646530595
GME,"Gamestop Corp",19.21,0.15,+0.79%,37.78%,38%,150988,24.6%,75.4%,0.32680714951054
HPE,"Hewlett Packard Enterprise",52.39,2.15,+4.28%,57.70%,99%,138845,16.9%,83.1%,0.2030482363033
WULF,"Terawulf Inc",18.88,0.05,+0.27%,53.21%,81%,132294,40.3%,59.7%,0.67530740689149
MCHP,"Microchip Technology",80.67,5.45,+7.25%,82.58%,93%,123575,3.1%,96.9%,0.032113922993402
ARM,"Arm Holdings Plc ADR",280.56,41.5,+17.36%,71.35%,82%,122026,30.0%,70.0%,0.42849115577772
RKT,"Rocket Companies Cl A",14.11,0.43,+3.14%,60.88%,63%,117215,5.6%,94.4%,0.059503579434522
AMC,"AMC Entertainment Holdings",2.68,-0.17,-5.96%,55.80%,66%,117208,18.2%,81.8%,0.22192220681603
ZETA,"Zeta Global Holdings Corp Cl A",24.26,1.7,+7.54%,100.00%,100%,115714,12.9%,87.1%,0.14795634920635
RIVN,"Rivian Automotive Cl A",15.76,0.41,+2.64%,35.75%,16%,115307,28.1%,71.9%,0.39016215564531
NOW,"Servicenow Inc",118.14,3.95,+3.46%,67.60%,85%,114074,25.5%,74.5%,0.34204705882353
WMT,"Walmart Inc",111.55,0.84,+0.76%,80.31%,97%,108598,36.6%,63.4%,0.57754212667054
BE,"Bloom Energy Corp Cl A",228.11,9.79,+4.48%,50.68%,76%,107731,53.6%,46.4%,1.1572518472536
FCX,"Freeport-Mcmoran Inc",67.3,3.66,+5.75%,73.46%,79%,107102,27.5%,72.5%,0.37836863915987
BABA,"Alibaba Group Holding ADR",128.99,1.69,+1.33%,69.55%,82%,106781,28.6%,71.4%,0.39963561054894
BMNR,"Bitmine Immersion Technologies",18.1,0.68,+3.90%,12.07%,14%,106085,35.3%,64.7%,0.5463609463143
BAC,"Bank of America Corp",62.9,0.42,+0.67%,4.52%,6%,105174,47.7%,52.3%,0.9111426079372
QCOM,"Qualcomm Inc",162.67,11.1,+7.32%,52.57%,77%,104373,33.1%,66.9%,0.49495108641162
BA,"Boeing Company",237.16,3.67,+1.57%,53.69%,55%,104366,54.7%,45.3%,1.2051173699001
WBD,"Discovery Inc Series A",25.79,-0.3,-1.15%,12.85%,27%,104302,66.5%,33.5%,1.9815905322737
MARA,"Mara Holdings Inc",11.75,0,0.00%,56.33%,85%,103009,39.5%,60.5%,0.65187062011899
IBM,"Intl Business Machines",235.15,8.84,+3.91%,49.50%,77%,101525,23.7%,76.3%,0.31050729314573
DELL,"Dell Technologies Inc",467.27,38.25,+8.92%,100.00%,100%,97685,45.4%,54.6%,0.83078134078003
SHOP,"Shopify Inc",123.3,6.29,+5.38%,87.80%,95%,97070,38.3%,61.7%,0.61975003754443
GLW,"Corning Inc",159.89,13.25,+9.04%,77.35%,89%,94625,36.2%,63.8%,0.56780714108193
CRCL,"Circle Internet Group Cl A",63.25,2.9,+4.81%,68.94%,82%,91496,42.7%,57.3%,0.74454210917688
CRWD,"Crowdstrike Holdings",211.22,8.68,+4.29%,78.10%,95%,89753,46.0%,54.0%,0.85348174458946
POET,"Poet Technologies Inc",8.57,1.21,+16.44%,42.51%,67%,88118,11.2%,88.8%,0.12639652307299
COIN,"Coinbase Global Cl A",150.73,4.23,+2.89%,49.29%,69%,86058,27.8%,72.2%,0.38416997732135
EOSE,"Eos Energy Enterprises Inc",4.35,0.6,+16.00%,36.51%,94%,84357,13.5%,86.5%,0.15554368373469
APLD,"Applied Digital Corp",31.27,1.78,+6.04%,35.90%,25%,82231,17.3%,82.7%,0.20929719554699
F,"Ford Motor Company",14.24,-0.19,-1.32%,43.92%,48%,82006,31.4%,68.6%,0.45741807066183
AAOI,"Applied Optoelect",131.63,21.42,+19.44%,80.22%,89%,81377,30.2%,69.8%,0.43251711936909
RIOT,"Riot Platforms Inc",21.56,0.14,+0.65%,87.45%,99%,80911,28.2%,71.8%,0.39184958370605
ANET,"Arista Networks Inc",190.51,5.62,+3.04%,84.94%,94%,80027,37.0%,63.0%,0.58749082541509
IONQ,"Ionq Inc",41.72,2.87,+7.39%,53.16%,71%,79627,43.9%,56.1%,0.78359913986202
DIS,"Walt Disney Company",98.18,0.04,+0.04%,66.76%,70%,78847,41.2%,58.8%,0.700938410096
CAT,"Caterpillar Inc",876.54,46.51,+5.60%,68.51%,88%,78275,57.1%,42.9%,1.3287813875997
RGTI,"Rigetti Computing Inc",17.45,1.43,+8.93%,31.86%,64%,78157,28.2%,71.8%,0.39242829146624
BBAI,"Bigbear.Ai Holdings Inc",3.15,0.29,+10.14%,9.83%,12%,76720,6.1%,93.9%,0.065363198311416
BTDR,"Bitdeer Technologies Group",11.38,0.01,+0.09%,58.16%,91%,76457,53.6%,46.4%,1.1529905384096
JBLU,"Jetblue Airways Corp",6.41,0.18,+2.89%,15.83%,7%,76395,70.4%,29.6%,2.3818061088977
JPM,"JP Morgan Chase & Company",357.52,4.88,+1.38%,8.45%,9%,72856,37.1%,62.9%,0.59060344074753
CSCO,"Cisco Systems Inc",121.74,5.88,+5.08%,93.13%,98%,72684,46.4%,53.6%,0.86694749820199
AAL,"American Airlines Gp",16.56,0.52,+3.24%,39.80%,49%,72180,38.7%,61.3%,0.63225616788404
NKE,"Nike Inc",41.53,-1.11,-2.60%,41.51%,53%,70311,31.2%,68.8%,0.45381800136468
GRAB,"Grab Holdings Ltd Cl A",3.72,0.05,+1.36%,39.24%,78%,69232,6.9%,93.1%,0.073913785347542
